date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:56	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1672508979)
12:45:56	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1672508979)
12:45:57	78196/78196	---M--	200	added ('OK')	font/woff2	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1672508979)
12:45:59	101652/101652	---M--	200	added ('OK')	font/woff	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1672508979)
12:46:00	202744/202744	---M--	200	added ('OK')	font/ttf	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1672508979)
12:46:01	1009/1009	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2020:34:34%20GMT	https://p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/jetpack/css/jetpack.css?ver=1672508979)
12:46:02	918991/918991	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1672508979)
12:46:02	1944/1944	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2020:34:34%20GMT	https://p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/jetpack/css/jetpack.css?ver=1672508979)
12:46:03	5704/5704	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2020:34:34%20GMT	https://p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/jetpack/css/jetpack.css?ver=1672508979)
12:46:04	2039/2039	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2020:34:34%20GMT	https://p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/jetpack/css/jetpack.css?ver=1672508979)
12:46:05	2072/2072	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2020:34:34%20GMT	https://p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/jetpack/css/jetpack.css?ver=1672508979)
12:46:08	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	/storage/emulated/0/HTTrack/Websites/p2p%20site/secure.gravatar.com/images/grav-share-sprite.png	(from https://p2pimperial.com/wp-content/cache/min/1/wp-content/plugins/jetpack/css/jetpack.css?ver=1672508979)
12:46:08	33586/33586	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Feb%202023%2016:46:08%20GMT	https://p2pimperial.com/c	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/c	(from https://connect.facebook.net/en_US/fbevents.js)
12:46:09	33586/33586	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Feb%202023%2016:46:08%20GMT	https://p2pimperial.com/b	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/b	(from https://connect.facebook.net/en_US/fbevents.js)
12:46:10	33586/33586	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Feb%202023%2016:46:09%20GMT	https://p2pimperial.com/POST	/storage/emulated/0/HTTrack/Websites/p2p%20site/p2pimperial.com/POST	(from https://connect.facebook.net/en_US/fbevents.js)
